customer_id,date,channel,treatment,campaign_id,pre_period_revenue,post_period_revenue,frequency,recency,T,monetary_value,segment,segment_value
C00224,2024-04-17,sms,1,sms_flash_sale,542.940087717349,147.6135278395821,8.0,318.0,471.0,329.30875,High,2
C00012,2024-04-24,paid_social,0,paid_acquisition_refresh,0.8009529665853765,0.693811351327787,6.0,307.0,539.0,208.045,Mid,1
C00214,2024-04-24,organic,1,organic_content_boost,408.6328633430477,47.77008974412408,7.0,322.0,507.0,222.0614285714286,High,2
C00058,2024-04-27,organic,0,organic_content_boost,0.0,2.0338824061994343,2.0,50.0,558.0,409.915,Low,0
C00061,2024-04-28,paid_social,0,paid_acquisition_refresh,10.175366513655337,2.9641800080865948,1.0,85.0,520.0,345.1,Mid,1
C00041,2024-05-04,paid_social,0,paid_acquisition_refresh,0.0,0.9947747301573849,5.0,197.0,433.0,270.346,Mid,1
C00233,2024-05-04,organic,1,organic_content_boost,186.22841020262229,752.0992423827328,7.0,420.0,491.0,239.16285714285712,High,2
C00246,2024-05-04,email,1,email_retention_q3,0.0,8.36803066159012,8.0,274.0,577.0,218.31625,Mid,1
C00050,2024-05-05,organic,0,organic_content_boost,0.0,0.0,1.0,70.0,456.0,358.6,Mid,1
C00013,2024-05-06,paid_social,0,paid_acquisition_refresh,0.0,10.762401574663855,4.0,158.0,488.0,228.4425,Mid,1
C00127,2024-05-07,paid_social,0,paid_acquisition_refresh,131.05448414544009,0.0,5.0,251.0,459.0,176.692,Mid,1
C00206,2024-05-07,email,1,email_retention_q3,0.0,34.3338482714764,3.0,165.0,452.0,297.76,Mid,1
C00088,2024-05-09,organic,0,organic_content_boost,2.240496819681018,7.6292648233693665,1.0,28.0,507.0,274.28,Low,0
C00172,2024-05-10,push,0,push_reengagement,1.0139863844888968,0.12053180601825543,6.0,289.0,552.0,281.5516666666667,Mid,1
C00001,2024-05-12,organic,1,organic_content_boost,0.0,0.0,1.0,12.0,466.0,65.21,Low,0
C00049,2024-05-14,organic,0,organic_content_boost,7.823590108349522,2.582288233226952,5.0,165.0,532.0,221.882,Mid,1
C00209,2024-05-14,organic,0,organic_content_boost,4.84498935137929,0.0,7.0,340.0,591.0,314.8342857142857,Mid,1
C00024,2024-05-15,sms,0,sms_flash_sale,12.988368632979162,0.06339062362268442,2.0,100.0,488.0,96.595,Low,0
C00106,2024-05-15,push,0,push_reengagement,0.8598016621852993,20.52684981945891,1.0,54.0,567.0,381.12,Low,0
C00111,2024-05-15,email,1,email_retention_q3,231.60129651108997,142.16854154571908,6.0,316.0,461.0,250.61166666666668,High,2
C00159,2024-05-16,organic,0,organic_content_boost,0.0,0.0,6.0,225.0,495.0,216.605,Mid,1
C00277,2024-05-16,sms,1,sms_flash_sale,3.1599074188069762,11.638551869945555,2.0,156.0,511.0,268.16,Mid,1
C00015,2024-05-17,referral,1,referral_member_get_member,891.4231559702529,148.1188957712012,8.0,412.0,566.0,264.56,High,2
C00105,2024-05-18,paid_social,1,paid_acquisition_refresh,3.4959836584744393,0.0,5.0,206.0,588.0,274.12600000000003,Mid,1
C00248,2024-05-18,email,0,email_retention_q3,2.0689615859510697,0.0,5.0,273.0,573.0,263.93,Mid,1
C00212,2024-05-19,paid_social,0,paid_acquisition_refresh,0.06992610932646232,2.7857591451180608,3.0,107.0,452.0,229.22,Mid,1
C00134,2024-05-21,organic,0,organic_content_boost,0.0,0.0,4.0,180.0,468.0,276.2925,Mid,1
C00260,2024-05-21,paid_social,1,paid_acquisition_refresh,2.2588430047049206,14.115232132310599,7.0,278.0,515.0,269.2614285714285,Mid,1
C00070,2024-05-22,sms,0,sms_flash_sale,0.0,0.0,4.0,251.0,516.0,255.3175,Mid,1
C00104,2024-05-22,email,0,email_retention_q3,2.6225368764304307,5.795611424764774,4.0,159.0,556.0,259.175,Mid,1
C00091,2024-05-26,push,1,push_reengagement,2.231610737715318,57.41350826122373,8.0,357.0,568.0,325.7025,High,2
C00102,2024-05-26,referral,0,referral_member_get_member,0.0,0.0,3.0,36.0,464.0,270.02,Low,0
C00290,2024-05-27,sms,1,sms_flash_sale,7.211523955931222,3.685865289730234,3.0,181.0,497.0,369.8566666666666,Mid,1
C00226,2024-05-28,organic,1,organic_content_boost,0.0,0.0,2.0,34.0,507.0,421.17,Low,0
C00165,2024-05-31,organic,0,organic_content_boost,3.176855714306387,12.496652670437772,6.0,298.0,542.0,220.1183333333333,Mid,1
C00148,2024-06-03,organic,1,organic_content_boost,3.836586202306134,11.842277411260877,5.0,179.0,490.0,307.46,Mid,1
C00027,2024-06-04,email,1,email_retention_q3,0.0,8.41677727059957,2.0,125.0,469.0,335.615,Mid,1
C00037,2024-06-06,referral,0,referral_member_get_member,0.0,0.0,6.0,270.0,478.0,270.90333333333336,Mid,1
C00083,2024-06-08,sms,0,sms_flash_sale,4.063006438768223,0.0,4.0,138.0,474.0,219.0425,Mid,1
C00089,2024-06-08,email,0,email_retention_q3,2.690172199641255,0.0,4.0,150.0,479.0,345.5675,Mid,1
C00100,2024-06-08,email,1,email_retention_q3,457.47663976303505,126.8798472836095,6.0,306.0,470.0,283.48,High,2
C00018,2024-06-12,email,0,email_retention_q3,9.686155812147584,0.0,4.0,238.0,517.0,328.31,Mid,1
C00092,2024-06-13,organic,0,organic_content_boost,0.0,0.0,6.0,185.0,540.0,321.77833333333336,Mid,1
C00296,2024-06-16,email,1,email_retention_q3,3.080673340011191,21.24573067305851,8.0,251.0,512.0,301.015,Mid,1
C00145,2024-06-18,organic,1,organic_content_boost,5.640094286746513,3.937630695435799,2.0,114.0,482.0,260.11,Mid,1
C00124,2024-06-19,referral,0,referral_member_get_member,0.0,3.8770314126201484,5.0,263.0,533.0,247.14,Mid,1
C00150,2024-06-19,organic,1,organic_content_boost,0.29137165467723275,24.98316778106201,5.0,254.0,543.0,315.02,Mid,1
C00036,2024-06-20,email,0,email_retention_q3,0.0,0.0,1.0,51.0,559.0,238.07,Low,0
C00231,2024-06-20,email,1,email_retention_q3,0.19290561490458533,42.1508057672102,4.0,264.0,494.0,281.535,Mid,1
C00005,2024-06-21,paid_social,1,paid_acquisition_refresh,36.4333100114124,92.65889299839233,7.0,296.0,453.0,229.62714285714287,High,2
C00034,2024-07-04,push,1,push_reengagement,0.0,0.0,6.0,180.0,514.0,317.40166666666664,Mid,1
C00047,2024-07-07,paid_social,1,paid_acquisition_refresh,0.0,21.38733981363891,2.0,136.0,490.0,283.37,Mid,1
C00094,2024-07-09,push,0,push_reengagement,7.2558942451053206,0.0,2.0,72.0,477.0,273.255,Mid,1
C00178,2024-07-10,referral,0,referral_member_get_member,0.0,0.4421237810419806,7.0,271.0,566.0,235.0171428571429,Mid,1
C00219,2024-07-11,push,1,push_reengagement,0.0,0.0,2.0,78.0,508.0,223.255,Low,0
C00066,2024-07-13,organic,0,organic_content_boost,0.0,0.5114205855216178,3.0,169.0,509.0,329.55,Mid,1
C00201,2024-07-14,email,0,email_retention_q3,0.0,0.0,5.0,249.0,490.0,256.102,Mid,1
C00152,2024-07-19,email,0,email_retention_q3,0.7905954245255459,2.7814372645462697,4.0,220.0,441.0,286.3575,Mid,1
C00060,2024-07-21,email,0,email_retention_q3,2.7826672137563158,3.85037937656101,1.0,37.0,448.0,132.58,Low,0
C00263,2024-07-22,organic,1,organic_content_boost,11.214601562014925,0.0,2.0,94.0,509.0,200.495,Mid,1
C00023,2024-07-23,email,1,email_retention_q3,0.0,23.753777470370625,3.0,220.0,514.0,184.68666666666664,Mid,1
C00180,2024-07-28,organic,1,organic_content_boost,0.0,0.0,5.0,195.0,529.0,225.948,Mid,1
C00285,2024-07-28,organic,0,organic_content_boost,0.0,0.0,6.0,285.0,604.0,229.06166666666664,Mid,1
C00080,2024-07-29,organic,1,organic_content_boost,372.1951806115347,214.79509417089585,7.0,329.0,452.0,340.2285714285714,High,2
C00292,2024-08-05,paid_social,1,paid_acquisition_refresh,0.0,12.280548948191463,5.0,250.0,476.0,149.924,Mid,1
C00194,2024-08-07,organic,0,organic_content_boost,0.0,2.732040228521227,1.0,64.0,565.0,263.68,Low,0
C00273,2024-08-07,referral,1,referral_member_get_member,463.48831563897636,336.7611064077719,8.0,430.0,514.0,302.72375,High,2
C00199,2024-08-08,email,0,email_retention_q3,0.0,12.141898289285017,5.0,178.0,424.0,160.046,Mid,1
C00063,2024-08-11,push,1,push_reengagement,0.0,22.968382732246738,7.0,288.0,534.0,286.26714285714286,Mid,1
C00207,2024-08-12,referral,1,referral_member_get_member,1.8273723632141727,31.551638079099877,5.0,266.0,524.0,287.864,Mid,1
C00045,2024-08-13,sms,0,sms_flash_sale,0.0,0.0,2.0,86.0,493.0,142.445,Low,0
C00011,2024-08-15,push,1,push_reengagement,10.384902645268765,20.227676479302886,2.0,89.0,535.0,109.15,Low,0
C00140,2024-08-18,push,1,push_reengagement,3.508318240447835,67.38375932523665,6.0,236.0,429.0,323.92,High,2
C00264,2024-08-22,referral,0,referral_member_get_member,2.0401808844063343,0.0,7.0,241.0,470.0,239.74,Mid,1
C00144,2024-08-23,paid_social,1,paid_acquisition_refresh,0.0,0.0,2.0,90.0,577.0,392.53,Mid,1
C00160,2024-08-25,organic,0,organic_content_boost,0.0,0.11451291670654416,4.0,209.0,519.0,245.0175,Mid,1
